Sítio,Coleta,Setor,Nível,Técnica de transformação,Matériaprima,Classe artefatual,Estado de preservação,Tipo de córtex,Tipo de lascas,Talão,Preparação,Canto ventral,Forma do bulbo,Número de cicatrizes,Direção das cicatrizes,Perfil,Tipo de núcleo,Tipo de plataforma de percussão,Tipo de instrumento,Base de modificação primária,Tipo de modificação,Extensão,Posição,Morfologia,Delineamento,Ângulo,Localização,Repartição,Padrão de ocorrência,Marcas de uso,Direção microlascamentos
SCTA19,Quadrícula 3,,2 (10 - 20),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Unipolar,Silexito,Préforma,Fragmentado,Plaqueta,,,,,,,,,,,Bifacial,Plaqueta,,,,,,,,,,,
SCTA19,Quadrícula 3,,3 (20 - 30),Sem transformação,Arenito,Bruto,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,3 (20 - 30),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,3 (20 - 30),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,3 (20 - 30),Unipolar,Silexito,Instrumento,Completo,Inexistente,,,,,,,,,,,Bifacial,Indeterminado,Retoque,Marginal regular,Bifacial,Paralela,Retilíneo,Rasante (0 - 20),Todo o contorno bifacial,Total,Contínuo,,
SCTA19,Quadrícula 3,Setor 1,4 (30 - 40),Sem transformação,Arenito,Bruto,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,4 (30 - 40),Sem transformação,Basalto,Bruto,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,4 (30 - 40),Indeterminada,Basalto,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,4 (30 - 40),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,4 (30 - 40),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,4 (30 - 40),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,4 (30 - 40),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,4 (30 - 40),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,4 (30 - 40),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,4 (30 - 40),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,4 (30 - 40),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,4 (30 - 40),Indeterminada,Silexito,Detrito,Fragmentado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,4 (30 - 40),Indeterminada,Silexito,Detrito,Fragmentado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,4 (30 - 40),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,4 (30 - 40),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Liso,Sem preparação,Sem lábio,Pronunciado,3,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Sem transformação,Basalto,Bruto,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Unipolar,Basalto,Instrumento,Completo,Seixo,,,,,,,,,,,Bifacial,Indeterminado,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Detrito,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Diedro,Sem preparação,Sem lábio,Difuso,4 ou +,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,5 (40 - 50),Bipolar,Silexito,Núcleo,Completo,Plaqueta,,,,,,,,,Núcleo bipolar,Cortical,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Indeterminada,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Indeterminada,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Indeterminada,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Indeterminada,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Indeterminada,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Indeterminada,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Indeterminada,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Difuso,4 ou +,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Diedro,Com preparação,Sem lábio,Pronunciado,4 ou +,Ortogonal,Curvo,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Difuso,1,Uma cicatriz,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Linear,Com preparação,Sem lábio,Pronunciado,2,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Diedro,Sem preparação,Sem lábio,Pronunciado,2,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Sem transformação,Arenito,Bruto,Completo,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Vestígios de utilização,Basalto,Instrumento,Completo,Seixo,,,,,,,,,,,Instrumento sobre peça bruta,Seixo,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Préforma,Fragmentado,Inexistente,,,,,,,,,,,Bifacial,Indeterminado,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Instrumento,Completo,Inexistente,,,,,,,,,,,Indeterminado,Indeterminado,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Quartzo leitoso,Instrumento,Fragmentado,Inexistente,,,,,,,,,,,Bifacial,Indeterminado,Retoque,Marginal regular,Bifacial,Paralela,Retilíneo,Rasante (0 - 20),Todo o contorno bifacial,Total,Contínuo,,
SCTA19,Quadrícula 3,Setor 1,7 (60 - 70),Bipolar,Silexito,Préforma,Completo,Plaqueta,,,,,,,,,,,Instrumento sobre peça bruta,Plaqueta,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,7 (60 - 70),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Indeterminado,Sem preparação,Sem lábio,Pronunciado,3,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,7 (60 - 70),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Difuso,3,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,4 (30 - 40),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,4 (30 - 40),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,4 (30 - 40),Unipolar,Silexito,Préforma,Indeterminada,Plaqueta,,,,,,,,,,,Bifacial,Plaqueta,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,5 (40 - 50),Indeterminada,Silexito,Detrito,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,5 (40 - 50),Sem transformação,Outros tipos de vestígios,Bruto,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,6A (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Facetado,Sem preparação,Sem lábio,Pronunciado,2,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,6A (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,6A (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,6A (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,6A (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,6A (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,6A (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,6A (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,6A (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,6A (50 - 60),Unipolar,Silexito,Instrumento,Fragmentado,Inexistente,,,,,,,,,,,Bifacial,Lasca unipolar,Retoque,Marginal regular,Bifacial,Paralela,Retilíneo,Rasante (0 - 20),Todo o contorno bifacial,Total,Contínuo,,
SCTA19,Quadrícula 3,Setor 2,8 (70 - 80),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Linear,Sem preparação,Sem lábio,Difuso,2,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,8 (70 - 80),Unipolar,Silexito,Lasca,Completo,Plaqueta,Lasca cortical,Liso,Sem preparação,Sem lábio,Pronunciado,Nenhuma,Sem informação,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,9 (80 - 90),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 2,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Fragmentado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,Setor 1,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
